,Application,Object_Name,Object_Type,COUNT.Version.Changes,Defect,fit.cluster
1323,B,YFG_PUBCODE,FUGR,6,3,1
1324,H,YFI_CONTRACT_F01,REPS,7,0,1
1325,C,YFI_DOC_PRCTR_FR,ENHO,15,0,1
1326,D,YFI_DOC_PRCTR_FR1,ENHO,6,0,1
1327,B,YFI_EULER_INTERFACE_PERFORM,REPS,15,4,1
1328,H,YFI_EULER_INTERFACE_REPORT,REPT,10,4,1
1329,I,YFI_EULER_INTERFACE_SEL,REPS,8,2,1
1330,G,YFI_EULER_INTERFACE_TOP,REPS,7,1,1
1331,J,YFI_FINANCEINFO_RFC,FUNC,23,2,1
1332,H,YFI_GL_RECONCILIATION_BL_EVENT,REPS,5,2,1
1333,G,YFI_GL_RECONCILIATION_BL_F01,REPS,5,1,1
1334,F,YFI_ICT_GL_FORM,REPS,6,3,1
1335,G,YFI_ICT_SL_FORM,REPS,7,4,1
1336,G,YFI_IG_ICT_FORM,REPS,40,10,4
1337,H,YFI_IG_ICT_FORM_SL,REPS,17,17,4
1338,B,YFI_IG_ICT_TOP,REPS,22,7,4
1339,B,YFI_MARGINSLIPPAGE_FORMS,REPS,11,0,3
1340,G,YFI_MYDSO_GLOBAL_FORM,REPS,15,5,1
1341,J,YFI_MYDSO_GLOBAL_TOP,REPS,5,1,1
1342,D,YFI_PAYMENT_ADVISE_IGF_F01,REPS,6,0,1
1343,F,YFI_POST_UNALLOC_FORM,REPS,7,0,1
1344,H,YFI_PRICEDIFF,REPS,8,0,1
1345,J,YFI_PROJECT_REVENUE_REP,REPS,11,1,1
1346,H,YFI_SAMPLE_INTERFACE_00001650,FUNC,5,2,1
1347,G,YFI_SERVICE_ORDER_REP,REPS,13,0,1
1348,I,YFI_SOILIST_DATA,REPS,6,0,1
1349,B,YFI_SPL_PROFIT_CENTER_FORMS,REPS,22,13,4
1350,H,YFI_SPL_PROFIT_CENTER_FORMS_B,REPS,15,9,1
1351,F,YFI_SPL_PROFIT_CENTER_TOP,REPS,9,6,1
1352,E,YFI_SPL_TRIAL_BAL_FORMS_LATEST,REPS,6,6,1
1353,D,YFI_SPL_TRIAL_BALANCE_FORMS,REPS,5,5,1
1354,G,YFI_SPL_TRIAL_BALANCE_FORMS_N,REPS,12,12,4
1355,D,YFI_TMS_PAYMT_GEN_F01,REPS,6,0,1
1356,J,YFI_TMS_PAYMT_GEN_TOP,REPS,5,0,1
1357,G,YFIBDPCE0100,REPS,5,0,1
1358,A,YFIBIDM0100,REPS,8,3,1
1359,I,YFIBOILR0100,REPS,8,4,1
1360,E,YFICUREXCH0101MRATE,REPS,6,0,1
1361,G,YFICUREXCH0102LRATE,REPS,7,0,1
1362,E,YFICUREXCH0103MREPORT,REPS,8,0,1
1363,I,YFIGLC001_FORMS,REPS,11,0,1
1364,E,YFIIGOGA0100,REPS,9,4,1
1365,D,YFIP_FILE_ENCRYPTION,REPS,25,1,1
1366,G,YFIRSVENDORDATAEXTRC_GET_VEF01,REPS,10,0,1
1367,C,YFIVAT0100,REPS,16,0,1
1368,I,YFIVAT0100,REPT,16,0,1
1369,H,YFIWIP_REPORT,REPS,5,0,1
1370,I,YFIWIP_REPORT_FORMS,REPS,9,1,1
1371,G,YFM_AUFK,FUNC,6,6,1
1372,C,YFM_LIKP,FUNC,5,3,1
1373,G,YFM_MDTC,FUNC,5,5,1
1374,E,YFM_SD_BPLAN_FINAL3,FUNC,5,2,1
1375,C,YFM_SD_BPLAN_FINAL4,FUNC,5,3,1
1376,A,YFM_SD_BPLAN_FINAL5,FUNC,6,3,1
1377,J,YFM_VBAK_HD,FUNC,8,4,1
1378,I,YFM_VBAP_ITM,FUNC,7,3,1
1379,J,YFM_VBKD,FUNC,5,2,1
1380,J,YFM_VBKD_IHREZ,FUNC,6,3,1
1381,J,YFM_VBRK_BDOC,FUNC,8,6,1
1382,J,YFM_VRKPA,FUNC,5,5,1
1383,E,YFRFITEM_DEF1,REPS,8,8,1
1384,C,YFVNH_EXPOSURE_FORMS,REPS,10,0,1
1385,F,YH3_CREATE_ORDERBOM,REPT,6,0,1
1386,A,YH3_DELETE_ORDERBOM,REPS,11,2,1
1387,C,YH3_IC_TESTER2_DATA,REPS,7,3,1
1388,D,YH3_IC_TESTER2_FORM,REPS,36,21,4
1389,I,YH3_IC_TESTER2_SEL,REPS,6,3,1
1390,I,YH3_ORDERBOM_EXPORT           EXPORT_ITEM,METH,8,0,1
1391,J,YH3_ORDERBOM_MANAGER          CREATE_ITEMS,METH,5,0,1
1392,A,YH3_ORDERBOM_MANAGER          CREATE_ITEMS_FOR_MAT,METH,5,2,1
1393,G,YH3_ORDERBOM_MANAGER          PROCESS_BOM_ITEMS,METH,8,1,1
1394,C,YH3_ORDERBOM_MANAGER          VALUATE_ITEMS,METH,15,2,1
1395,F,YHVDC_DUPLICATE_IDOCS,ENHO,8,5,1
1396,F,YIDOC_INPUT_DESADV1,FUNC,36,4,1
1397,H,YIDOC_OUTPUT_DELVRY,FUNC,22,1,1
1398,I,YIG_BILLING_AUTOMATION_FORMS,REPS,5,0,1
1399,H,YII_II_ORDER_ENTRY,INTF,10,0,1
1400,I,YII_II_ORDER_MODIFY_SIMULATE,INTF,6,0,1
1401,J,YII_II_ORDER_VALIDATE,INTF,15,0,1
1402,J,YII_II_PRICE_AVAILABILITY,INTF,11,0,1
1403,F,YII_II_QUOTATION_CREATE,INTF,5,0,1
1404,H,YIP_BOM_INTERFACE,REPS,5,5,1
1405,H,YIP_BOM_INTERFACE,REPT,7,3,1
1406,D,YIP_BOMXTRACT_FORMS,REPS,34,15,4
1407,C,YIP_BOMXTRACT_TOP,REPS,20,9,4
1408,H,YIP_FIFO,REPS,9,8,1
1409,A,YIP_FIFO_FORMS,REPS,12,9,1
1410,C,YIP_FIFO_TOP,REPS,8,7,1
1411,A,YIP_PARTS_EXTRACT,REPS,6,2,1
1412,J,YIP_PARTS_EXTRACT_FORMS,REPS,16,3,1
1413,E,YIP_PARTS_EXTRACT_TOP,REPS,10,3,1
1414,B,YISAORDERS05,IEXT,14,0,1
1415,C,YL1001UEBF01,REPS,22,1,1
1416,F,YLCOSREPORT_FORM,REPS,5,0,1
1417,C,YLE_SHP_DELNOTE,SSFO,43,5,4
1418,A,YLE_SHP_DELNOTE_P2C,SSFO,10,0,3
1419,B,YLEENHANCE,REPS,21,3,1
1420,H,YLEHVDC_IDOC_INPUT_SHPMNT,FUNC,15,5,1
1421,E,YLMEDRUCKF1K,REPS,5,0,1
1422,H,YLO_ADV_PROCUREMENT,ENHO,8,5,1
1423,C,YLO_AIR_SEA_REPORT_FORM,REPS,6,0,1
1424,G,YLO_CRD_MANAGEMENT,FUNC,17,1,1
1425,D,YLO_DELIVERYSET,FUNC,9,2,1
1426,F,YLO_DRPSHPMT_SCHEDULELINEDATE,FUNC,13,0,1
1427,A,YLO_DRPSHPMT_SHPPNT_VENDOR,FUNC,8,1,1
1428,F,YLO_F_EXTERNAL_FORMS,REPS,5,0,1
1429,A,YLO_INV_TAG_DML,REPS,6,0,1
1430,H,YLO_INV_TAG_DML_FORMS1,REPS,8,0,1
1431,F,YLO_INV_TAG_DML_FORMS2,REPS,5,0,1
1432,G,YLO_INV_TAG_DML_INPUT,REPS,5,0,1
1433,I,YLO_MRP_EXTRACT_TO_SEA,FUNC,9,0,1
1434,G,YLO_MTO_REM_DELBLK_FORMS,REPS,11,8,1
1435,J,YLO_OFFERENGINE,FUNC,126,49,4
1436,A,YLO_PO_DATA_TOP,REPS,10,1,1
1437,J,YLO_PO_FORMS,REPS,16,4,1
1438,E,YLO_PPACK_TO_CREA_F03,REPS,8,1,1
1439,J,YLO_PURCHASE_PORFOLIO_FORMS,REPS,12,3,1
1440,D,YLO_PURCHASE_PORFOLIO_TOP,REPS,5,1,1
1441,G,YLO_REC_WIN_F01,REPS,7,0,1
1442,C,YLO_RVV50R10C,REPS,10,0,1
1443,B,YLO_SCH_S_POOL,REPS,87,30,4
1444,A,YLO_SCH_S_POOL_AU,REPS,7,1,1
1445,D,YLO_SCH_S_POOL_DC,REPS,6,0,1
1446,H,YLO_SCH_S_POOL_ERLABEL,REPS,15,0,1
1447,J,YLO_SCH_S_POOL_SG,REPS,5,2,1
1448,A,YLO_SHPMNT_EXTRCN_OBD_F01,REPS,9,0,1
1449,G,YLO_TECHNICAL_VALIDATION,REPS,13,6,1
1450,E,YLO_UNCONF_ORD,REPS,5,0,1
1451,C,YLO_UNCONF_ORD,REPT,18,0,1
1452,I,YLO_UNCONF_ORD_EVENT,REPS,8,0,1
1453,H,YLO_UNCONF_ORD_FORMS,REPS,44,10,4
1454,B,YLO_UNCONF_ORD_SEL,REPS,10,0,1
1455,E,YLO_UNCONF_ORD_TOP,REPS,22,4,1
1456,C,YLO_XD_DEL_FORMS,REPS,7,6,1
1457,H,YLO_XD_DEL_TOP,REPS,5,5,1
1458,B,YLOAGINGREPORT_F01,REPS,11,1,1
1459,J,YLOAGINGREPORT_TOP,REPS,5,0,1
1460,C,YLOAIRSEAMODE,REPS,10,0,1
1461,J,YLOBUSMIGO,PROG,5,0,1
1462,B,YLOBUSMIGO,SOBJ,5,0,1
1463,G,YLOCSSR01,REPS,65,9,4
1464,A,YLOCSSR01,REPT,12,0,1
1465,C,YLODROPSHIP_INV_DISP_FRM,REPS,7,0,1
1466,D,YLODROPSHIP_INV_DISP_TOP,REPS,5,0,1
1467,I,YLOFWDAGENTNOTE,SSFO,14,4,1
1468,C,YLOGSFI0100,REPS,7,0,1
1469,I,YLOM07DRAUS,REPS,5,0,1
1470,A,YLOM07DRSON,REPS,6,0,1
1471,B,YLOMD06,REPT,6,0,1
1472,H,YLOMD06_FM_FORMS,REPS,7,0,1
1473,H,YLOMD06_FORMS,REPS,19,1,1
1474,D,YLOMD06_TOP,REPS,11,0,1
1475,A,YLOPACKPRINT_FRM,REPS,5,2,1
1476,F,YLOPACLIST0100,REPS,19,5,1
1477,C,YLOPACLIST0100_YPL2,REPS,6,1,1
1478,C,YLOPODUPDATE_NEW,REPS,5,0,1
1479,F,YLOPROJECT_DASHBOARD,REPS,9,0,1
1480,D,YLOPROJECT_DASHBOARD_EVENTS,REPS,7,0,1
1481,C,YLOPROJECT_DASHBOARD_FORMS,REPS,10,0,1
1482,G,YLOPROJECT_DASHBOARD_TOP,REPS,9,0,1
1483,G,YLORESCHPO_FORMS,REPS,11,7,1
1484,B,YLORESCHPO_TOP,REPS,6,3,1
1485,J,YLORF_MULTIPICK,REPS,11,1,1
1486,I,YLORF_PCKSHPAL_CHECK_SCREENF01,REPS,7,2,1
1487,I,YLORF_UPDATE_SERIAL_NUMBER,REPS,6,2,1
1488,A,YLORFINBOUND_DELIVERY,REPS,13,2,1
1489,F,YLORFMIGOHU1_REP,REPS,10,2,1
1490,G,YLORFMIGOHU2_REP,REPS,14,3,1
1491,H,YLORFMULTITO_CONFIRM,REPS,55,3,4
1492,G,YLORFMULTITO_CONFIRM,REPT,5,0,1
1493,A,YLORFPKLOAD_F01,REPS,9,1,1
1494,A,YLORFPPLOAD,REPS,24,1,1
1495,G,YLORFPPLOAD,REPT,5,0,1
1496,C,YLORFPR0100,REPS,27,2,1
1497,D,YLORFPUTAWAY,REPS,23,3,1
1498,A,YLORFPUTPRER0100,REPS,5,2,1
1499,H,YLORVADOPFO,REPS,10,1,1
1500,J,YLOSHIPDESC,REPS,10,1,1
1501,G,YLOSHIPDESC_ITEM,REPS,12,3,1
1502,I,YLOSHIPDESC_ITEM2,REPS,15,11,4
1503,J,YLOSHIPLAB_ZEBR1,FORM,6,0,1
1504,I,YLOSHIPLABZEB_AU,FORM,8,0,1
1505,J,YLOSOFILTER,REPS,8,0,1
1506,A,YLOSORDBR0100_F02,REPS,5,0,1
1507,F,YLOSORDBR0100_TOP,REPS,5,0,1
1508,F,YLOSOSCHEDULING,REPS,5,0,1
1509,G,YLOTRANSALERT,REPS,23,0,1
1510,I,YLOTRANSALERT_TOP,REPS,5,0,1
1511,D,YLOV50R_MAIN,REPS,10,0,1
1512,J,YLOZRESREPORT_FORMS,REPS,18,1,1
1513,J,YLOZRESREPORT_TOP,REPS,9,0,1
1514,A,YLV05TFMO,REPS,7,2,1
1515,A,YLVSLABELS_ZEBR1,FORM,6,6,1
1516,B,YLVSLABELS_ZEBRA,FORM,11,4,1
1517,B,YMDMATMAS05,IEXT,6,0,1
1518,I,YMDVENDSUB,REPS,5,1,1
1519,C,YMF_BARRIER_EVENTS,REPS,8,6,1
1520,F,YMF_CALL_COMPALLOC,FUNC,7,0,1
1521,B,YMF_COMPALLOCSOBOM,REPS,12,0,1
1522,E,YMF_COMPALLOCSOBOM_FORMS,REPS,42,0,1
1523,F,YMF_COMPALLOCSOBOM_TOP,REPS,23,0,1
1524,F,YMF_FINANCEINFO_REP,REPS,8,0,1
1525,C,YMF_PPIOH000_STATUS_0100O01_NE,REPS,5,0,1
1526,G,YMF_PPIOZFSP,REPS,10,0,1
1527,F,YMF_PPIOZFSP_NEW,REPS,8,0,1
1528,F,YMF_SCH_F_POOL,REPS,34,25,4
1529,I,YMF_SOWBS_CHECK,FUNC,6,0,1
1530,C,YMF02DFB0,REPS,8,0,1
1531,D,YMF02DFD0,REPS,5,0,1
1532,E,YMF02DFK0,REPS,7,0,1
1533,H,YMF02DI10,REPS,5,0,1
1534,C,YMF02DO00,REPS,5,0,1
1535,J,YMF08_FORMS,REPS,9,5,1
1536,B,YMF08_TOP,REPS,6,3,1
1537,G,YMFBOMSUBSTITUTE,REPS,9,0,1
1538,F,YMFCOMPALLERMSG,REPT,9,0,1
1539,J,YMFCOMPALLERMSG_SEL,REPS,16,0,1
1540,D,YMFCOMPALLERMSG_SSCR_FORM,REPS,22,0,1
1541,G,YMFCOMPALLERMSG_TOP,REPS,14,0,1
1542,A,YMFCRTD_ORDERS,REPS,8,1,1
1543,H,YMFMIEQUI20,REPS,7,0,1
1544,D,YMFMIOLESEL,REPS,5,0,1
1545,I,YMFORDER_CHANGE_MGMT_FORMS,REPS,38,2,1
1546,G,YMFORDER_CHANGE_MGMT_TOP,REPS,22,1,1
1547,B,YMFORDPROGRESS_NEW,REPS,6,0,1
1548,F,YMFORDSCH_PRIO,FUNC,9,0,1
1549,E,YMFORDSCH_PRIO,REPS,8,7,1
1550,H,YMFORDSCH_PRIO_PERF,FUNC,11,9,1
1551,G,YMFORDSCH_PRIO_PERF_TEST,FUNC,7,5,1
1552,I,YMFOSP003_UPLOAD_REPORT,REPS,6,0,1
1553,G,YMFOSPA0100,REPS,7,3,1
1554,A,YMFPCPA0100,REPS,5,1,1
1555,G,YMFSDPO,FORM,7,4,1
1556,C,YMFSGBDGLOBALCUSTOMER,FUNC,6,4,1
1557,F,YMFSTOCKNONSTOCKITEM,FUNC,9,4,1
1558,B,YMFWORR0110,REPS,18,10,4
1559,D,YMFWORR0110_PERF_NEW,REPS,11,8,1
1560,D,YMFWORR0110_PERF1,REPS,9,8,1
1561,G,YMFWQMR0100,REPS,5,1,1
1562,G,YMFWRLR0100,REPS,6,2,1
1563,A,YMFWRLR0100_PERF_NEW,REPS,7,5,1
1564,I,YMMCCO100,REPS,16,5,1
1565,J,YMMCCO200_FORM,REPS,5,0,1
1566,E,YMMCCO300,REPS,5,1,1
1567,C,YMMCCO300,REPT,9,1,1
1568,C,YMMCCO300_EVENTS,REPS,6,1,1
1569,C,YMMCCO300_FORMS,REPS,38,9,4
1570,F,YMMCCO300_SELECTION,REPS,6,0,1
1571,B,YMMCCO300_TOP,REPS,24,5,4
1572,J,YMULTIBU_COPA_REPOST_FORM,REPS,17,8,1
1573,B,YMULTIBU_COPA_REPOST_TOP,REPS,11,5,1
1574,H,YMULTIBU_RKKBMLMAT,REPS,6,0,1
1575,F,YMYCCC_REFDOC_CHECK,ENHO,5,4,1
1576,C,YMYCCCMAP1,FUGR,8,1,1
1577,E,YMYSEOR5,IEXT,8,0,1
1578,G,YPP_PROD_ORD_CHANGE_DOC,REPS,12,1,1
1579,C,YPSFCCONF,REPS,5,0,1
1580,A,YPSFCOBJL,REPS,33,15,4
1581,C,YPSFCSPLT,REPS,12,4,1
1582,H,YPU_AB_UPLOAD_FORMS,REPS,11,0,1
1583,C,YPU_AB_UPLOAD_TOP,REPS,9,0,1
1584,H,YPU_AB_UPLOADN_FORMS,REPS,20,12,4
1585,B,YPU_AB_UPLOADN_TOP,REPS,9,5,1
1586,I,YPU_PIR_SL_CSKB_FORMS,REPS,5,0,1
1587,D,YPU_PIR_SL_FORMS,REPS,6,0,1
1588,D,YPU_POCONF_FORMSN,REPS,7,0,1
1589,B,YPU_POCONF_TOPN,REPS,7,0,1
1590,G,YPU_POCONFN,REPT,6,0,1
1591,G,YPU_PRDELNETWORK,ENHO,5,0,1
1592,H,YPU_SCH_S_POOL,REPS,62,7,4
1593,D,YPU_USER_ROUTINES,REPS,6,2,1
1594,E,YPU_VENDORMASTER_OB_FORM_NEW,REPS,11,7,1
1595,F,YPUINVADR02,FUGR,5,1,1
1596,A,YPUPIR0100,REPS,9,0,1
1597,C,YPUPIRL0100,REPS,6,0,1
1598,C,YPUPROCUREMENT_MONITOR,REPT,7,0,1
1599,A,YPUPROCUREMENT_MONITOR_FORMS,REPS,14,0,1
1600,F,YPUPROCUREMENT_MONITOR_TOP,REPS,10,0,1
1601,G,YPUPURORD,FORM,36,4,4
1602,A,YPUPURORD_JP,FORM,14,2,1
1603,H,YPUPURORD_SG,FORM,9,0,1
1604,F,YPUPURORDBG,FORM,6,0,1
1605,J,YPUVF6_FORMS,REPS,7,0,1
1606,H,YPUVPDA,REPS,22,4,1
1607,H,YPUZPERCR01,REPS,5,0,1
1608,B,YPUZPERGR01,REPS,6,0,1
1609,C,YQU_INSPECTIONPLAN_DATA,REPS,7,0,1
1610,D,YQU_INSPECTIONPLAN_FORMS,REPS,9,0,1
1611,D,YQUSAMPLUPLOAD_FORMS,REPS,5,0,1
1612,G,YRCCLORD,REPS,14,2,1
1613,I,YRCCLORD_PERF,REPS,5,2,1
1614,G,YRFITEM_INC1,REPS,8,9,1
1615,G,YRFPR0100_TOP,REPS,7,0,1
1616,I,YRGGBS00,REPS,83,3,4
1617,D,YRGGBS00,REPT,18,1,1
1618,A,YRGGBSR0,REPS,12,4,1
1619,J,YRLB_INVOICE,REPS,6,1,1
1620,D,YRLE_DELNOTE_EMAIL,REPS,6,2,1
1621,J,YRM06BB30F01,REPS,6,1,1
1622,I,YRM06BB30F02,REPS,15,4,1
1623,G,YRM06EL00,REPS,7,0,1
1624,B,YRM07DATADECL,REPS,5,0,1
1625,D,YRM07FORM,REPS,5,0,1
1626,B,YRM07MSAL,REPS,5,0,1
1627,G,YRREXTRACTV7_2_DAILY,REPS,7,0,1
1628,F,YRREXTRACTV7_2_WEEKLY,REPS,5,0,1
1629,H,YRREXTRACTV9_WEEKLY,REPS,5,4,1
1630,C,YRV56TD00,REPS,9,0,1
1631,A,YSA_BLOCKREQUIREMENTSTOMRP,REPS,13,3,1
1632,G,YSA_BRTMRP_DATA,REPS,7,1,1
1633,H,YSA_COMMON_FORM,REPS,17,1,1
1634,H,YSA_COMMON_FORM_NAUSP,REPS,14,4,1
1635,I,YSA_CONTRACT_ASSIGNMENT,REPS,12,4,1
1636,H,YSA_CREATION_DATE_DISCREPANCY,SSFO,7,0,1
1637,H,YSA_CUST_ADDRESS_DISCREPANCY,SSFO,7,0,1
1638,J,YSA_DRAWING_GEN_ECC_SOBOM,REPS,7,0,1
1639,H,YSA_EMP_RESP_DISCREPANCY,SSFO,7,0,1
1640,D,YSA_FCR004_CUSTOMER_REF,SSFO,7,0,1
1641,G,YSA_FCR004_DESCREPANCY_TEXT,SSFO,7,0,1
1642,B,YSA_FCR004_RECIEVED_QTY,SSFO,7,0,1
1643,H,YSA_FCR004_RETURN_ORDER_NO_DIS,SSFO,7,0,1
1644,G,YSA_FCR005_DATE_CODE,SSFO,7,0,1
1645,C,YSA_FCR005_ORDER_DETAILS,SSFO,7,0,1
1646,F,YSA_FCR005_SERIAL_NUMBER,SSFO,7,0,1
1647,F,YSA_FCR005_TEL,SSFO,7,0,1
1648,E,YSA_FCR005_UNIT,SSFO,10,0,1
1649,B,YSA_FOLLOW,REPS,5,3,1
1650,D,YSA_FOLLOW,REPT,5,1,1
1651,G,YSA_FOLLOW_FORM,REPS,18,10,4
1652,H,YSA_FOLLOW_SEL,REPS,5,1,1
1653,F,YSA_FOLLOW_TOP,REPS,13,6,1
1654,A,YSA_FOOTER_DISCREPANCY,SSFO,7,0,1
1655,E,YSA_FRC004_AUTHORIZED_QUANT,SSFO,7,0,1
1656,F,YSA_FRC004_MATERIAL_REC,SSFO,7,0,1
1657,I,YSA_FRC004_MATERIAL_RETURNED,SSFO,7,0,1
1658,I,YSA_HEADER_DISCREPANCY,SSFO,7,0,1
1659,C,YSA_MATDATA_CUST,REPS,10,0,1
1660,I,YSA_MATDATA_CUST,REPT,5,0,1
1661,E,YSA_MATDATA_CUST                        0140,DYNP,5,0,1
1662,C,YSA_MATDATA_CUST_FORMS,REPS,9,0,1
1663,G,YSA_MATDATA_CUST_TOP,REPS,7,0,1
1664,A,YSA_ORDER_DISCREPANCY,SSFO,7,0,1
1665,E,YSA_ORDER_SERVICE_RMA,SSFO,6,0,1
1666,E,YSA_PAGE_VALUE,SSFO,7,0,1
1667,D,YSA_PLANT_DETERMINATION,REPS,16,2,1
1668,D,YSA_PRIC_COND_ALOW_FIELDS,REPS,6,2,1
1669,A,YSA_PRICE_AVAILABILITY,FUNC,17,5,1
1670,B,YSA_PRICING,FUGR,6,0,1
1671,G,YSA_PRICING_EXTRACT,REPS,7,0,1
1672,D,YSA_PRICING_EXTRACT,REPT,8,0,1
1673,A,YSA_PRICING_EXTRACT_EVENTS,REPS,5,0,1
1674,E,YSA_PRICING_EXTRACT_FORM,REPS,54,3,4
1675,F,YSA_PRICING_EXTRACT_TOP,REPS,39,4,4
1676,D,YSA_PROACTIVE_FORM,REPS,16,6,1
1677,C,YSA_PROACTIVE_REPORT,REPS,8,2,1
1678,F,YSA_PROACTIVE_TOP,REPS,8,1,1
1679,E,YSA_QUOTE_DATARETREIVE,REPS,17,4,1
1680,A,YSA_QUOTE_KZ_DATARETREIVE,REPS,5,1,1
1681,A,YSA_QUOTE_TOP,REPS,7,1,1
1682,A,YSA_REPORT_ALLSALES_DOC_YSAF01,REPS,7,3,1
1683,D,YSA_REPORT_ALLSALES_DOC_YSATOP,REPS,5,3,1
1684,D,YSA_RETURN_ADDRESS_DISC,SSFO,7,0,1
1685,D,YSA_RMA_NUMBER_DISCREPANCY,SSFO,14,0,1
1686,A,YSA_RSA021_CPL_NEW,FUNC,8,1,1
1687,F,YSA_SALESPROCESS,REPS,6,1,1
1688,J,YSA_SALESPROCESS,REPT,13,1,1
1689,D,YSA_SALESPROCESS_GET_DATA,REPS,17,5,1
1690,G,YSA_SALESPROCESS_PROCESSING,REPS,22,5,1
1691,D,YSA_SALESPROCESS_SEL_SCREEN,REPS,7,3,1
1692,F,YSA_SALESPROCESS_TOP,REPS,20,5,1
1693,H,YSA_SAORDER_FORM,REPS,5,0,1
1694,H,YSA_SHIP_ADDRESS1_DISCREPANCY,SSFO,7,0,1
1695,H,YSA_SPS_FILE,REPS,20,0,1
1696,H,YSA_SPS_FILE_TOP,REPS,15,0,1
1697,A,YSA_STOCK_TRANSFER,REPS,5,0,1
1698,G,YSA_VALIDITY_DATE_DISCREPANCY,SSFO,7,0,1
1699,D,YSAAUS,REPS,6,5,1
1700,F,YSAAUTOCANCEL_FORMS,REPS,11,2,1
1701,A,YSAAUTOCANCEL_TOP,REPS,5,1,1
1702,H,YSAAUTOREPRICING,REPS,6,2,1
1703,J,YSAAUTOREPRICINGHEADER,REPS,5,0,1
1704,G,YSABILINVOICE,SSFO,17,0,1
1705,E,YSABLOCKREQUIREMENTSTOMRP,REPS,5,4,1
1706,D,YSACDPMV45AFZZ0100,REPS,6,0,1
1707,B,YSACLAIM_REPORT_FORMS,REPS,13,10,4
1708,C,YSACONNECT,FUGR,5,1,1
1709,A,YSACRBOADJ_CTRXX_1005,REPS,12,2,1
1710,J,YSACRBOADJ_IMPORT_EXPORT_1001,REPS,16,3,1
1711,A,YSACRBOADJ_SCR_HDR_CHNGE_1002,REPS,12,1,1
1712,C,YSACRBOADJEXIT_1000,REPS,8,0,1
1713,I,YSACRMMV45AFZZ_5325,REPS,9,0,1
1714,C,YSACRMMV45AFZZ0100,REPS,14,1,1
1715,E,YSADELIVERY,REPS,5,1,1
1716,G,YSADEV_ESA140_STORLOC_DET,REPS,15,2,1
1717,G,YSADEV_ESA165_GREYOUT_FIELDS,REPS,6,2,1
1718,J,YSADEV_REQDELDATE_ESA153,REPS,7,7,1
1719,A,YSADEVMV45AFZA0100,REPS,8,2,1
1720,G,YSADEVMV45AFZB0100,REPS,29,8,4
1721,B,YSADEVMV45AFZZ_5680,REPS,15,1,1
1722,J,YSADEVMV45AFZZ0100,REPS,100,11,4
1723,E,YSADEVRV60AFZZ0100,REPS,13,2,1
1724,C,YSADROPSHPMT,REPS,15,0,1
1725,A,YSAEDIINVOICE,REPS,24,1,1
1726,I,YSAEDIORDCHG,REPS,40,4,1
1727,A,YSAEDIORDCHG_ETO,REPS,6,5,1
1728,E,YSAEDIORDERS,REPS,112,9,4
1729,G,YSAEDIORDRSP,REPS,119,28,4
1730,C,YSAEDIORDRSP_HUB_ASIA,REPS,14,7,1
1731,G,YSAEDIORDRSP_LLPLTP,REPS,5,1,1
1732,I,YSAEDIORDRSP_MYSE,REPS,16,2,1
1733,I,YSAEDIORDRSP_US,REPS,10,0,1
1734,H,YSAELO0530200,REPS,5,0,1
1735,C,YSAELO0900100,REPS,123,21,4
1736,F,YSAELO0901100,REPS,40,15,4
1737,D,YSAESA019,REPS,53,20,4
1738,C,YSAESA100,REPS,6,0,1
1739,H,YSAI_GRAP_FORMS,REPS,5,0,1
1740,B,YSAMINM0100,REPS,5,2,1
1741,I,YSAMOVEISOLATIONDATA,REPS,12,0,1
1742,I,YSAMV45AFZZINCFORSA0100,REPS,25,1,1
1743,J,YSAORDERCHGCONF,SSFO,31,4,4
1744,C,YSAORDERCONF,REPS,6,0,1
1745,H,YSAORDERCONF,SSFO,39,5,4
1746,H,YSAORDERCONF_LK,SSFO,5,1,1
1747,F,YSAORDERCONF_SEND_MAILF01,REPS,7,0,1
1748,A,YSAORDERS05_MTO,IEXT,6,0,1
1749,C,YSAOUTPUTMATH_FORMS,FUNC,14,11,4
1750,A,YSAPA_REPORT,REPS,10,1,1
1751,F,YSAPA_REPORT,REPT,7,1,1
1752,G,YSAPA_REPORT_EVENT,REPS,10,6,1
1753,F,YSAPA_REPORT_FORM,REPS,28,7,4
1754,F,YSAPA_REPORT_SELSCREEN,REPS,11,2,1
1755,B,YSAPA_REPORT_TOP,REPS,19,6,1
1756,A,YSAPDMI0100,REPS,5,0,1
1757,C,YSAPF180A,REPS,6,5,1
1758,C,YSAPRTC,REPS,7,0,1
1759,G,YSAPRTC,SSFO,15,0,1
1760,E,YSAPURCHASE,REPS,6,0,1
1761,H,YSAQUOTE,SSFO,6,0,1
1762,G,YSARV60AFZZINCFORSA0100,REPS,5,0,1
1763,D,YSATECHDESCP,SSFO,6,3,1
1764,G,YSAVA050100,REPS,35,5,4
1765,D,YSAVA050100,REPT,9,0,1
1766,A,YSAVA050110,REPS,8,3,1
1767,B,YSAVA050TOP,REPS,19,3,1
1768,F,YSAVALPERIODOFRETURNS,REPS,11,0,1
1769,D,YSAVALPERIODOFRETURNS,REPT,6,0,1
1770,B,YSAVF050100,REPS,5,0,1
1771,E,YSAVF050110,REPS,5,0,1
1772,A,YSAVF050TOP,REPS,6,0,1
